cycle,ambient_temperature,datetime,capacity,voltage_measured,current_measured,temperature_measured,current_load,voltage_load,time,batteryID,measured_power,load_power,power_difference,average_power,temperature_difference,measured_resistance,load_resistance,voltage_efficiency
41226,24,2008-05-20 15:57:00,1.472248014,2.900610553,-1.988856173,39.37017208,2,1.97,2620.687,3,-5.76889720380,3.94,9.70889720380,-0.914448602,15.37017208,-1.458431531,0.985,67.9167356
41230,24,2008-05-20 15:57:00,1.472248014,2.757856107,-1.987441915,39.89895151,2,1.832,2659.312,3,-5.48107882259,3.664,9.14507882259,-0.908539411,15.89895151,-1.387641111,0.916,66.42841138
41232,24,2008-05-20 15:57:00,1.472248014,2.627012181,-1.990140736,40.21211704,2,1.71,2678.562,3,-5.22812395538,3.42,8.64812395538,-0.904061978,16.21211704,-1.32001327,0.855,65.09296045
41240,24,2008-05-20 15:57:00,1.472248014,3.117641067,-0.001916847,40.72914549,0.0006,0.001,2756.484,3,-0.00597604093,0.0000006,0.00597664093,-0.00298772,16.72914549,-1626.442312,1.666666667,0.032075533
41244,24,2008-05-20 15:57:00,1.472248014,3.250791424,-0.00049117,40.18083944,0.0006,0.001,2795.734,3,-0.00159669122,0.0000006,0.00159729122,-0.000798046,16.18083944,-6618.464939,1.666666667,0.03076174
41245,24,2008-05-20 15:57:00,1.472248014,3.272993195,-0.001896428,40.03192829,0.0006,0.001,2805.469,3,-0.00620699594,0.0000006,0.00620759594,-0.003103198,16.03192829,-1725.872638,1.666666667,0.030553073
41246,24,2008-05-20 15:57:00,1.472248014,3.293015802,-0.003145045,39.8823931,0.0006,0.001,2815.234,3,-0.01035668288,0.0000006,0.01035728288,-0.005178041,15.8823931,-1047.048866,1.666666667,0.0303673
41252,24,2008-05-20 15:57:00,1.472248014,3.377870432,0.001623752,38.87062732,0.0004,0.001,2874.031,3,0.00548482387,0.0000004,0.00548442387,0.002742612,14.87062732,2080.287157,2.5,0.029604451
41255,24,2008-05-20 20:50:00,1.467010667,3.993663647,-1.987958959,24.42908253,2,3,19.484,3,-7.93923942629,6,13.93923942629,-0.969619713,0.42908253,-2.008926607,1.5,75.11899512
41256,24,2008-05-20 20:50:00,1.467010667,3.973892395,-1.99156524,24.47865581,2,3.005,28.844,3,-7.91426596138,6.01,13.92426596138,-0.952132981,0.47865581,-1.995361395,1.5025,75.61855484
41260,24,2008-05-20 20:50:00,1.467010667,3.924597465,-1.990089299,24.86170651,2,2.958,66.328,3,-7.81029941798,5.916,13.72629941798,-0.947149709,0.86170651,-1.972071036,1.479,75.3707871
41278,24,2008-05-20 20:50:00,1.467010667,3.824645365,-1.989616091,26.78760233,2,2.888,234.938,3,-7.60957596057,5.776,13.38557596057,-0.91678798,2.78760233,-1.922303193,1.444,75.51026891
41280,24,2008-05-20 20:50:00,1.467010667,3.817537686,-1.991423549,26.98736981,2,2.882,253.703,3,-7.60233444710,5.764,13.36633444710,-0.919167224,2.98736981,-1.916989326,1.441,75.49368826
41289,24,2008-05-20 20:50:00,1.467010667,3.787654376,-1.989676532,27.88949107,2,2.852,338.016,3,-7.53620702325,5.704,13.24020702325,-0.916103512,3.88949107,-1.90365334,1.426,75.29726097
41293,24,2008-05-20 20:50:00,1.467010667,3.77404683,-1.98777123,28.28174178,2,2.839,375.484,3,-7.50194170935,5.678,13.17994170935,-0.911970855,4.28174178,-1.898632384,1.4195,75.2242918
41295,24,2008-05-20 20:50:00,1.467010667,3.766733018,-1.9888268,28.4729023,2,2.832,394.203,3,-7.49137957464,5.664,13.15537957464,-0.913689787,4.4729023,-1.893947235,1.416,75.1845163
41306,24,2008-05-20 20:50:00,1.467010667,3.725481391,-1.984214932,29.36715747,2,2.791,497.266,3,-7.39215580491,5.582,12.97415580491,-0.905077902,5.36715747,-1.877559397,1.3955,74.91649285
41313,24,2008-05-20 20:50:00,1.467010667,3.700732215,-1.987606926,29.71508632,2,2.767,562.844,3,-7.35560098181,5.534,12.88960098181,-0.910800491,5.71508632,-1.861903461,1.3835,74.7689873
41323,24,2008-05-20 20:50:00,1.467010667,3.669291512,-1.988643297,29.95491038,2,2.735,656.531,3,-7.29691197008,5.47,12.76691197008,-0.913455985,5.95491038,-1.845123013,1.3675,74.53755013
41327,24,2008-05-20 20:50:00,1.467010667,3.657937124,-1.990571768,30.00569633,2,2.723,693.938,3,-7.28138636815,5.446,12.72738636815,-0.917693184,6.00569633,-1.837631369,1.3615,74.44086401
41334,24,2008-05-20 20:50:00,1.467010667,3.638184596,-1.989019717,30.13035751,2,2.704,759.563,3,-7.23642089553,5.408,12.64442089553,-0.914210448,6.13035751,-1.829134505,1.352,74.32278183
41342,24,2008-05-20 20:50:00,1.467010667,3.616771639,-1.989239194,30.35368223,2,2.682,834.531,3,-7.19462390005,5.364,12.55862390005,-0.91531195,6.35368223,-1.818168298,1.341,74.15452972
41343,24,2008-05-20 20:50:00,1.467010667,3.61401426,-1.99050643,30.3832725,2,2.68,843.891,3,-7.19371862264,5.36,12.55371862264,-0.916859311,6.3832725,-1.815625514,1.34,74.15576717
41353,24,2008-05-20 20:50:00,1.467010667,3.588853472,-1.988930075,30.76048223,2,2.654,937.516,3,-7.13797860523,5.308,12.44597860523,-0.914989303,6.76048223,-1.8044141,1.327,73.95119418
41362,24,2008-05-20 20:50:00,1.467010667,3.567543652,-1.988053965,31.12136758,2,2.633,1021.859,3,-7.09246930267,5.266,12.35846930267,-0.913234651,7.12136758,-1.794490348,1.3165,73.80428263
41369,24,2008-05-20 20:50:00,1.467010667,3.552051209,-1.990017593,31.43714013,2,2.617,1087.563,3,-7.06864439715,5.234,12.30264439715,-0.917322199,7.43714013,-1.784934576,1.3085,73.67573962
41370,24,2008-05-20 20:50:00,1.467010667,3.549994964,-1.987917686,31.47111867,2,2.615,1097.016,3,-7.05709777415,5.23,12.28709777415,-0.913548887,7.47111867,-1.785785694,1.3075,73.66207633
41373,24,2008-05-20 20:50:00,1.467010667,3.543612406,-1.989830428,31.61629153,2,2.609,1125.125,3,-7.05118779050,5.218,12.26918779050,-0.916593895,7.61629153,-1.780861503,1.3045,73.62543363
41376,24,2008-05-20 20:50:00,1.467010667,3.53741123,-1.987109406,31.72752633,2,2.602,1153.234,3,-7.02922312802,5.204,12.23322312802,-0.912611564,7.72752633,-1.7801794,1.301,73.55661615
41378,24,2008-05-20 20:50:00,1.467010667,3.533377102,-1.989044467,31.82810518,2,2.598,1171.969,3,-7.02804417456,5.196,12.22404417456,-0.916022087,7.82810518,-1.776419361,1.299,73.52739108
41380,24,2008-05-20 20:50:00,1.467010667,3.529381855,-1.990623385,31.91376282,2,2.594,1190.703,3,-7.02567005516,5.188,12.21367005516,-0.918835028,7.91376282,-1.773003312,1.297,73.49728951
41388,24,2008-05-20 20:50:00,1.467010667,3.514237391,-1.989602917,32.24020372,2,2.579,1265.656,3,-6.99193696416,5.158,12.14993696416,-0.916968482,8.24020372,-1.766300884,1.2895,73.38718797
41390,24,2008-05-20 20:50:00,1.467010667,3.510657743,-1.989670232,32.30036269,2,2.576,1284.406,3,-6.98505120599,5.152,12.13705120599,-0.916525603,8.30036269,-1.76444201,1.288,73.37656327
41393,24,2008-05-20 20:50:00,1.467010667,3.505407923,-1.991591263,32.45306927,2,2.57,1312.516,3,-6.98133979270,5.14,12.12133979270,-0.920669896,8.45306927,-1.760104088,1.285,73.31529044
41399,24,2008-05-20 20:50:00,1.467010667,3.495388642,-1.990492392,32.70960019,2,2.56,1368.703,3,-6.95754449898,5.12,12.07754449898,-0.918772249,8.70960019,-1.756042201,1.28,73.23935225
41400,24,2008-05-20 20:50:00,1.467010667,3.493375876,-1.991206013,32.73694118,2,2.558,1378.078,3,-6.95603104996,5.116,12.07203104996,-0.920015525,8.73694118,-1.754402032,1.279,73.2242991
41405,24,2008-05-20 20:50:00,1.467010667,3.485789633,-1.988462474,32.95187019,2,2.55,1424.875,3,-6.93136187748,5.1,12.03136187748,-0.915680939,8.95187019,-1.753007501,1.275,73.1541564
41407,24,2008-05-20 20:50:00,1.467010667,3.482572879,-1.989200805,33.03775651,2,2.547,1443.625,3,-6.92753677438,5.094,12.02153677438,-0.916768387,9.03775651,-1.750739729,1.2735,73.13558362
41418,24,2008-05-20 20:50:00,1.467010667,3.465831085,-1.99072799,33.47450887,2,2.53,1546.656,3,-6.89952694952,5.06,11.95952694952,-0.919763475,9.47450887,-1.740986766,1.265,72.99836426
41424,24,2008-05-20 20:50:00,1.467010667,3.457198136,-1.988532361,33.72901681,2,2.522,1602.844,3,-6.87475037182,5.044,11.91875037182,-0.915375186,9.72901681,-1.738567701,1.261,72.94924678
41429,24,2008-05-20 20:50:00,1.467010667,3.449984397,-1.990065727,33.92487972,2,2.514,1649.641,3,-6.86569570715,5.028,11.89369570715,-0.918847854,9.92487972,-1.733603242,1.257,72.86989478
41436,24,2008-05-20 20:50:00,1.467010667,3.439834962,-1.988086437,34.21647153,2,2.504,1715.125,3,-6.83868923347,5.008,11.84668923347,-0.915344617,10.21647153,-1.730224048,1.252,72.79419006
41444,24,2008-05-20 20:50:00,1.467010667,3.427679833,-1.989394076,34.5590686,2,2.492,1790.063,3,-6.81900595419,4.984,11.80300595419,-0.917502977,10.5590686,-1.722976797,1.246,72.70223946
41445,24,2008-05-20 20:50:00,1.467010667,3.426340351,-1.992135333,34.58084276,2,2.49,1799.469,3,-6.82573367611,4.98,11.80573367611,-0.922866838,10.58084276,-1.719933528,1.245,72.67229011
41446,24,2008-05-20 20:50:00,1.467010667,3.424957556,-1.989380869,34.61997455,2,2.489,1808.828,3,-6.81354503904,4.978,11.79154503904,-0.91777252,10.61997455,-1.721619831,1.2445,72.67243343
41449,24,2008-05-20 20:50:00,1.467010667,3.420162559,-1.991531563,34.77564545,2,2.484,1836.922,3,-6.81136168684,4.968,11.77936168684,-0.921680843,10.77564545,-1.717352927,1.242,72.6281268
41451,24,2008-05-20 20:50:00,1.467010667,3.416872437,-1.98870472,34.85415719,2,2.481,1855.688,3,-6.79515034310,4.962,11.75715034310,-0.916575172,10.85415719,-1.718139653,1.2405,72.61026116
41459,24,2008-05-20 20:50:00,1.467010667,3.404284155,-1.985773161,35.18002469,2,2.468,1930.594,3,-6.76013610742,4.936,11.69613610742,-0.912068054,11.18002469,-1.714336875,1.234,72.49688591
41463,24,2008-05-20 20:50:00,1.467010667,3.39762522,-1.990161921,35.36236876,2,2.462,1968.094,3,-6.76182433467,4.924,11.68582433467,-0.918912167,11.36236876,-1.707210446,1.231,72.46237712
41466,24,2008-05-20 20:50:00,1.467010667,3.392313493,-1.990455797,35.49292442,2,2.456,1996.375,3,-6.75225005738,4.912,11.66425005738,-0.920125029,11.49292442,-1.70428979,1.228,72.39896917
41475,24,2008-05-20 20:50:00,1.467010667,3.375271565,-1.990243723,35.90746399,2,2.439,2080.688,3,-6.71761304566,4.878,11.59561304566,-0.919806523,11.90746399,-1.69590866,1.2195,72.26085229
41492,24,2008-05-20 20:50:00,1.467010667,3.332273593,-1.990171565,36.72587678,2,2.397,2239.938,3,-6.63179615159,4.794,11.42579615159,-0.918898076,12.72587678,-1.67436499,1.1985,71.93286905
41495,24,2008-05-20 20:50:00,1.467010667,3.321908868,-1.992133744,36.87528177,2,2.386,2268,3,-6.61768675044,4.772,11.38968675044,-0.922843375,12.87528177,-1.667512976,1.193,71.82617269
41499,24,2008-05-20 20:50:00,1.467010667,3.305556496,-1.989272452,37.0831395,2,2.37,2305.516,3,-6.57565247602,4.74,11.31565247602,-0.917826238,13.0831395,-1.661691184,1.185,71.69745859
41503,24,2008-05-20 20:50:00,1.467010667,3.285908962,-1.991172294,37.32764052,2,2.351,2342.953,3,-6.54281088574,4.702,11.24481088574,-0.920405443,13.32764052,-1.650238391,1.1755,71.54793475
41505,24,2008-05-20 20:50:00,1.467010667,3.274189812,-1.988388059,37.44781256,2,2.339,2361.703,3,-6.51035992508,4.678,11.18835992508,-0.916179963,13.44781256,-1.646655338,1.1695,71.43751995
41515,24,2008-05-20 20:50:00,1.467010667,3.1930594,-1.989435489,38.08358409,2,2.259,2457.094,3,-6.35238568885,4.518,10.87038568885,-0.917192844,14.08358409,-1.605007761,1.1295,70.74719625
41518,24,2008-05-20 20:50:00,1.467010667,3.158573095,-1.98963813,38.27921254,2,2.225,2486.063,3,-6.28441746620,4.45,10.73441746620,-0.917208733,14.27921254,-1.587511341,1.1125,70.44320119
41523,24,2008-05-20 20:50:00,1.467010667,3.087094892,-1.991424946,38.67751845,2,2.155,2534.266,3,-6.14771777860,4.31,10.45771777860,-0.918858889,14.67751845,-1.550193944,1.0775,69.80673013
41533,24,2008-05-20 20:50:00,1.467010667,2.86146842,-1.987690095,39.69676555,2,1.933,2630.875,3,-5.68771243559,3.866,9.55371243559,-0.910856218,15.69676555,-1.439594848,0.9665,67.55272875
41534,24,2008-05-20 20:50:00,1.467010667,2.828068257,-1.988468914,39.82699999,2,1.9,2640.484,3,-5.62352581571,3.8,9.42352581571,-0.911762908,15.82699999,-1.42223408,0.95,67.1836684
41543,24,2008-05-20 20:50:00,1.467010667,2.917622065,-0.001010504,41.29942074,0.0006,0.001,2727.625,3,-0.00294826877,0.0000006,0.00294886877,-0.001473834,17.29942074,-2887.29393,1.666666667,0.034274487
41547,24,2008-05-20 20:50:00,1.467010667,3.146475803,-0.006941492,40.91958806,0.0006,0.001,2766.688,3,-0.02184123661,0.0000006,0.02184183661,-0.010920318,16.91958806,-453.2852308,1.666666667,0.031781589
41549,24,2008-05-20 20:50:00,1.467010667,3.214039033,-0.000605712,40.64065537,0.0006,0.001,2786.234,3,-0.00194678201,0.0000006,0.00194738201,-0.000973091,16.64065537,-5306.21654,1.666666667,0.031113499
41550,24,2008-05-20 20:50:00,1.467010667,3.240276792,-0.007252967,40.51046201,0.0006,0.001,2796,3,-0.02350162064,0.0000006,0.02350222064,-0.01175051,16.51046201,-446.7519006,1.666666667,0.030861561
41553,24,2008-05-20 20:50:00,1.467010667,3.30186722,-0.001025551,39.9981814,0.0006,0.001,2825.344,3,-0.00338623323,0.0000006,0.00338683323,-0.001692817,15.9981814,-3219.60314,1.666666667,0.030285894
41554,24,2008-05-20 20:50:00,1.467010667,3.318458851,-0.003162977,39.800103,0.0006,0.001,2835.125,3,-0.01049620902,0.0000006,0.01049680902,-0.005247805,15.800103,-1049.156807,1.666666667,0.03013447
41564,24,2008-05-21 01:39:00,1.46176725,3.944409197,-1.990188964,24.42939927,2,2.975,47.703,3,-7.85011965337,5.95,13.80011965337,-0.950059827,0.42939927,-1.981926977,1.4875,75.42320919
41565,24,2008-05-21 01:39:00,1.46176725,3.933211513,-1.990169777,24.53154658,2,2.965,57.094,3,-7.82775867972,5.93,13.75775867972,-0.94887934,0.53154658,-1.976319588,1.4825,75.38369066
41574,24,2008-05-21 01:39:00,1.46176725,3.86647408,-1.988698528,25.5039977,2,2.925,141.359,3,-7.68925131145,5.85,13.53925131145,-0.919625656,1.5039977,-1.944223333,1.4625,75.65031963
41595,24,2008-05-21 01:39:00,1.46176725,3.785282342,-1.988896792,27.68586462,2,2.851,338.047,3,-7.52853590682,5.702,13.23053590682,-0.913267953,3.68586462,-1.903207023,1.4255,75.31802762
41605,24,2008-05-21 01:39:00,1.46176725,3.749751933,-1.990916231,28.61456614,2,2.817,431.781,3,-7.46544198563,5.634,13.09944198563,-0.915720993,4.61456614,-1.883430289,1.4085,75.12496961
41614,24,2008-05-21 01:39:00,1.46176725,3.715490351,-1.988663984,29.26889103,2,2.782,516.156,3,-7.38886184393,5.564,12.95286184393,-0.912430922,5.26889103,-1.868334913,1.391,74.87571591
41616,24,2008-05-21 01:39:00,1.46176725,3.708495794,-1.989134193,29.36389034,2,2.775,534.859,3,-7.37669578844,5.55,12.92669578844,-0.913347894,5.36389034,-1.864376877,1.3875,74.82818248
41617,24,2008-05-21 01:39:00,1.46176725,3.704831219,-1.989666809,29.4206815,2,2.772,544.234,3,-7.37137970939,5.544,12.91537970939,-0.913689855,5.4206815,-1.862035996,1.386,74.82122224
41618,24,2008-05-21 01:39:00,1.46176725,3.701342429,-1.989483081,29.46024978,2,2.769,553.594,3,-7.36375813948,5.538,12.90175813948,-0.91287907,5.46024978,-1.860454338,1.3845,74.81069512
41619,24,2008-05-21 01:39:00,1.46176725,3.69809194,-1.991008511,29.50751238,2,2.765,562.922,3,-7.36293252700,5.53,12.89293252700,-0.916466264,5.50751238,-1.857396349,1.3825,74.76828713
41623,24,2008-05-21 01:39:00,1.46176725,3.68515163,-1.989153608,29.62029163,2,2.753,600.375,3,-7.33033266084,5.506,12.83633266084,-0.91216633,5.62029163,-1.852622952,1.3765,74.70520284
41631,24,2008-05-21 01:39:00,1.46176725,3.661089555,-1.990757872,29.76700267,2,2.728,675.359,3,-7.28834285171,5.456,12.74434285171,-0.916171426,5.76700267,-1.839043113,1.364,74.51333705
41652,24,2008-05-21 01:39:00,1.46176725,3.60374596,-1.985915344,30.27017378,2,2.671,872.328,3,-7.15673439784,5.342,12.49873439784,-0.907367199,6.27017378,-1.814652357,1.3355,74.11732208
41658,24,2008-05-21 01:39:00,1.46176725,3.588655696,-1.989511947,30.49813025,2,2.656,928.484,3,-7.13967338086,5.312,12.45167338086,-0.91383669,6.49813025,-1.803786955,1.328,74.01100091
41666,24,2008-05-21 01:39:00,1.46176725,3.569506483,-1.988546598,30.82223846,2,2.636,1003.437,3,-7.09812997331,5.272,12.37012997331,-0.913064987,6.82223846,-1.795032858,1.318,73.84774373
41671,24,2008-05-21 01:39:00,1.46176725,3.558036066,-1.98979508,31.03064161,2,2.625,1050.25,3,-7.07976265859,5.25,12.32976265859,-0.914881329,7.03064161,-1.788141956,1.3125,73.77665519
41672,24,2008-05-21 01:39:00,1.46176725,3.555985966,-1.989813413,31.08748819,2,2.623,1059.625,3,-7.07574857159,5.246,12.32174857159,-0.914874286,7.08748819,-1.787095183,1.3115,73.76294578
41678,24,2008-05-21 01:39:00,1.46176725,3.542892248,-1.98880951,31.36047629,2,2.61,1115.844,3,-7.04613779573,5.22,12.26613779573,-0.913068898,7.36047629,-1.781413569,1.305,73.66862488
41683,24,2008-05-21 01:39:00,1.46176725,3.53270019,-1.990889562,31.56307101,2,2.6,1162.734,3,-7.03321593395,5.2,12.23321593395,-0.916607967,7.56307101,-1.774433026,1.3,73.59809381
41687,24,2008-05-21 01:39:00,1.46176725,3.524824751,-1.988577757,31.73644293,2,2.592,1200.062,3,-7.00938809716,5.184,12.19338809716,-0.912694049,7.73644293,-1.772535541,1.296,73.53557079
41691,24,2008-05-21 01:39:00,1.46176725,3.51717378,-1.991082305,31.91224702,2,2.584,1237.422,3,-7.00298247697,5.168,12.17098247697,-0.917491238,7.91224702,-1.76646328,1.292,73.46807868
41703,24,2008-05-21 01:39:00,1.46176725,3.496023433,-1.989518354,32.40216031,2,2.562,1349.719,3,-6.95540278597,5.124,12.07940278597,-0.915701393,8.40216031,-1.757221001,1.281,73.28326166
41704,24,2008-05-21 01:39:00,1.46176725,3.494314506,-1.98888429,32.45377012,2,2.561,1359.078,3,-6.94978722530,5.122,12.07178722530,-0.913893613,8.45377012,-1.756921971,1.2805,73.2904836
41705,24,2008-05-21 01:39:00,1.46176725,3.492750287,-1.98909628,32.49844808,2,2.559,1368.453,3,-6.94741660284,5.118,12.06541660284,-0.914708301,8.49844808,-1.755948328,1.2795,73.26604509
41712,24,2008-05-21 01:39:00,1.46176725,3.481377162,-1.992072139,32.78382861,2,2.548,1433.984,3,-6.93515444977,5.096,12.03115444977,-0.919577225,8.78382861,-1.747616009,1.274,73.1894271
41713,24,2008-05-21 01:39:00,1.46176725,3.479864825,-1.990998167,32.80726828,2,2.546,1443.344,3,-6.92840448798,5.092,12.02040448798,-0.918202244,8.80726828,-1.74779911,1.273,73.16376147
41715,24,2008-05-21 01:39:00,1.46176725,3.476848307,-1.987669177,32.89079711,2,2.543,1462.078,3,-6.91082421293,5.086,11.99682421293,-0.912412106,8.89079711,-1.749208745,1.2715,73.1409534
41724,24,2008-05-21 01:39:00,1.46176725,3.46322604,-1.991261822,33.26595674,2,2.529,1546.391,3,-6.89618979441,5.058,11.95418979441,-0.919094897,9.26595674,-1.739211791,1.2645,73.02439895
41727,24,2008-05-21 01:39:00,1.46176725,3.458636018,-1.994662028,33.37946539,2,2.524,1574.531,3,-6.89880993378,5.048,11.94680993378,-0.925404967,9.37946539,-1.733945886,1.262,72.97674537
41731,24,2008-05-21 01:39:00,1.46176725,3.452601163,-1.98596733,33.56453629,2,2.519,1611.906,3,-6.85675311324,5.038,11.89475311324,-0.909376557,9.56453629,-1.738498469,1.2595,72.9594842
41739,24,2008-05-21 01:39:00,1.46176725,3.440980162,-1.988907701,33.89746939,2,2.507,1686.781,3,-6.84379194319,5.014,11.85779194319,-0.914895972,9.89746939,-1.730085393,1.2535,72.85714773
41740,24,2008-05-21 01:39:00,1.46176725,3.43954538,-1.988875255,33.92955557,2,2.506,1696.125,3,-6.84082669473,5.012,11.85282669473,-0.914413347,9.92955557,-1.729392214,1.253,72.85846596
41741,24,2008-05-21 01:39:00,1.46176725,3.438024767,-1.988818243,33.96310669,2,2.504,1705.5,3,-6.83760637650,5.008,11.84560637650,-0.914803188,9.96310669,-1.728677208,1.252,72.83251779
41746,24,2008-05-21 01:39:00,1.46176725,3.430488853,-1.992544052,34.17718682,2,2.496,1752.328,3,-6.83540015950,4.992,11.82740015950,-0.92170008,10.17718682,-1.72166274,1.248,72.75930944
41748,24,2008-05-21 01:39:00,1.46176725,3.42753623,-1.995254356,34.25787907,2,2.493,1771.016,3,-6.83880659326,4.986,11.82480659326,-0.926403297,10.25787907,-1.717844254,1.2465,72.73446093
41751,24,2008-05-21 01:39:00,1.46176725,3.422928411,-1.989264808,34.3902769,2,2.489,1799.156,3,-6.80911102831,4.978,11.78711102831,-0.915555514,10.3902769,-1.720700229,1.2445,72.71551435
41758,24,2008-05-21 01:39:00,1.46176725,3.411933467,-1.987619867,34.6887745,2,2.478,1864.75,3,-6.78162674389,4.956,11.73762674389,-0.912813372,10.6887745,-1.716592556,1.239,72.62744201
41765,24,2008-05-21 01:39:00,1.46176725,3.400660372,-1.989687954,34.99624541,2,2.466,1930.281,3,-6.76625297781,4.932,11.69825297781,-0.917126489,10.99624541,-1.709142564,1.233,72.51532733
41766,24,2008-05-21 01:39:00,1.46176725,3.398603506,-1.989154358,35.03922554,2,2.464,1939.672,3,-6.76034697507,4.928,11.68834697507,-0.916173488,11.03922554,-1.708567006,1.232,72.50036657
41768,24,2008-05-21 01:39:00,1.46176725,3.395325284,-1.991270143,35.13742212,2,2.461,1958.453,3,-6.76100986380,4.922,11.68300986380,-0.919504932,11.13742212,-1.705105305,1.2305,72.48200965
41771,24,2008-05-21 01:39:00,1.46176725,3.390087691,-1.988675619,35.26716712,2,2.456,1986.531,3,-6.74178473736,4.912,11.65378473736,-0.914892369,11.26716712,-1.70469616,1.228,72.44650357
41773,24,2008-05-21 01:39:00,1.46176725,3.386412725,-1.989246119,35.36233053,2,2.452,2005.234,3,-6.73640837054,4.904,11.64040837054,-0.916204185,11.36233053,-1.70235985,1.226,72.40700408
41785,24,2008-05-21 01:39:00,1.46176725,3.361862059,-1.985259388,35.92362214,2,2.427,2117.656,3,-6.67416821379,4.854,11.52816821379,-0.910084107,11.92362214,-1.693411994,1.2135,72.19213511
41793,24,2008-05-21 01:39:00,1.46176725,3.341904238,-1.987910899,36.30309579,2,2.408,2192.641,3,-6.64340785813,4.816,11.45940785813,-0.913703929,12.30309579,-1.681113696,1.204,72.05472774
41801,24,2008-05-21 01:39:00,1.46176725,3.315513626,-1.988055571,36.71995051,2,2.382,2267.578,3,-6.59142533490,4.764,11.35542533490,-0.913712667,12.71995051,-1.667716775,1.191,71.8440721
41802,24,2008-05-21 01:39:00,1.46176725,3.3114109,-1.989141419,36.7895984,2,2.378,2276.984,3,-6.58686457652,4.756,11.34286457652,-0.915432288,12.7895984,-1.664743828,1.189,71.81229004
41813,24,2008-05-21 01:39:00,1.46176725,3.251819742,-1.987992494,37.43175358,2,2.319,2380.734,3,-6.46459323894,4.638,11.10259323894,-0.913296619,13.43175358,-1.635730392,1.1595,71.31391602
41816,24,2008-05-21 01:39:00,1.46176725,3.228527636,-1.988416255,37.61118137,2,2.296,2409.328,3,-6.41965683114,4.592,11.01165683114,-0.913828416,13.61118137,-1.623667895,1.148,71.11600887
41818,24,2008-05-21 01:39:00,1.46176725,3.21062224,-1.988587299,37.73099095,2,2.278,2428.391,3,-6.38460260835,4.556,10.94060260835,-0.914301304,13.73099095,-1.614524161,1.139,70.95197846
41822,24,2008-05-21 01:39:00,1.46176725,3.168426926,-1.988472989,38.00038575,2,2.237,2466.969,3,-6.30033135997,4.474,10.77433135997,-0.91316568,14.00038575,-1.593397015,1.1185,70.60285916
41828,24,2008-05-21 01:39:00,1.46176725,3.085269645,-1.987768525,38.4697297,2,2.154,2524.797,3,-6.13280189147,4.308,10.44080189147,-0.912400946,14.4697297,-1.552127225,1.077,69.81561574
41831,24,2008-05-21 01:39:00,1.46176725,3.031748128,-1.988599687,38.72541233,2,2.101,2553.656,3,-6.02893337840,4.202,10.23093337840,-0.913466689,14.72541233,-1.524564319,1.0505,69.29995208
41838,24,2008-05-21 01:39:00,1.46176725,2.863284912,-1.985308706,39.50428746,2,1.936,2621.187,3,-5.68450446355,3.872,9.55650446355,-0.906252232,15.50428746,-1.442236617,0.968,67.61464749
41845,24,2008-05-21 01:39:00,1.46176725,2.327403304,-1.986586298,40.60552259,2,1.443,2688.797,3,-4.62358751365,2.886,7.50958751365,-0.868793757,16.60552259,-1.171559124,0.7215,62.00042758
41857,24,2008-05-21 01:39:00,1.46176725,3.289900847,-0.002582137,39.92182501,0.0006,0.001,2806.219,3,-0.00849497470,0.0000006,0.00849557470,-0.004247187,15.92182501,-1274.100037,1.666666667,0.030396053
41868,24,2008-05-21 06:24:00,1.456695267,3.9555038,-1.988215046,24.00170267,2,2.986,38.515,3,-7.86439216967,5.972,13.83639216967,-0.946196085,0.00170267,-1.989474835,1.493,75.48975177
41876,24,2008-05-21 06:24:00,1.456695267,3.881343184,-1.989215388,24.83712981,2,2.931,113.421,3,-7.72082758772,5.862,13.58282758772,-0.929413794,0.83712981,-1.951193022,1.4655,75.51509519
41878,24,2008-05-21 06:24:00,1.456695267,3.869134072,-1.989781671,25.06147636,2,2.925,132.171,3,-7.69873205911,5.85,13.54873205911,-0.92436603,1.06147636,-1.944501816,1.4625,75.59831077
41881,24,2008-05-21 06:24:00,1.456695267,3.853161328,-1.988506136,25.39997444,2,2.914,160.296,3,-7.66203494373,5.828,13.49003494373,-0.917017472,1.39997444,-1.937716589,1.457,75.62621318
41884,24,2008-05-21 06:24:00,1.456695267,3.83926373,-1.989149427,25.73401772,2,2.903,188.39,3,-7.63686924863,5.806,13.44286924863,-0.915434624,1.73401772,-1.930103228,1.4515,75.61345623
41892,24,2008-05-21 06:24:00,1.456695267,3.809005855,-1.986804635,26.56955125,2,2.875,263.359,3,-7.56775048746,5.75,13.31775048746,-0.908875244,2.56955125,-1.917151686,1.4375,75.47901236
41899,24,2008-05-21 06:24:00,1.456695267,3.785620061,-1.989844179,27.26284944,2,2.853,328.781,3,-7.53279404229,5.706,13.23879404229,-0.913397021,3.26284944,-1.902470606,1.4265,75.36413993
41900,24,2008-05-21 06:24:00,1.456695267,3.782358668,-1.990956851,27.37124517,2,2.849,338.109,3,-7.53051290299,5.698,13.22851290299,-0.916256451,3.37124517,-1.899769282,1.4245,75.32336962
41901,24,2008-05-21 06:24:00,1.456695267,3.778828868,-1.988940386,27.46220887,2,2.846,347.468,3,-7.51586534735,5.692,13.20786534735,-0.911932674,3.46220887,-1.899920628,1.423,75.31433943
